DBNOs,assists,attributes_createdAt,attributes_duration,attributes_gameMode,attributes_isCustomMatch,attributes_mapName,attributes_matchType,attributes_seasonState,attributes_shardId,attributes_stats,attributes_tags,attributes_titleId,boosts,damageDealt,deathType,headshotKills,heals,id,killPlace,killStreaks,kills,links_schema,links_self,longestKill,name,playerId,relationships_assets_data,relationships_rosters_data,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,type,vehicleDestroys,walkDistance,weaponsAcquired,winPlace
3,3,,,,,,,,,,,,8,479.77762,alive,0,3,,4,1,3,,,77.32077,DNW_Salute,account.2375c9d38a6a4fe9af48f83089aa6d43,,,0,3586.5771,0,0,0,1791,,0,2161.931,5,1
0,2,,,,,,,,,,,,1,130.31606,byplayer,0,3,,45,0,0,,,0,SQ_Shrimzy,account.12e2a0dc0dbb4bd882dbf40df0d564f4,,,0,4423.9214,0,0,0,1301,,0,1035.1547,6,9
1,2,,,,,,,,,,,,7,272.12384,byzone,0,14,,46,0,0,,,0,PeRo_Ming,account.454b06f74f714a9ba5910a4b65691867,,,1,5273.087,0,0,0,1259,,0,1007.2187,3,10
0,0,,,,,,,,,,,,0,0,byplayer,0,0,,47,0,0,,,0,PeRo_Summer,account.d647ce8c37054618ad0b75bf5de86ccb,,,0,0,0,0,0,178,,0,74.460106,5,10
0,0,,,,,,,,,,,,2,0,byplayer,0,7,,62,0,0,,,0,NH_Dec12th,account.77be07e20d244421bf882fea6c1e9926,,,0,8031.7104,0,0,0,1097,,0,944.1356,5,15
0,0,,,,,,,,,,,,5,65.38318,byplayer,0,6,,43,0,0,,,0,SSG_Roth,account.bbd62c6ab18442608c0b0a8d039de006,,,0,6969.281,0,0,0,1259,,0,782.4283,8,8
2,0,,,,,,,,,,,,6,269.66812,byplayer,0,7,,22,1,1,,,33.815536,FaZe_Gustav,account.89fd42f81d324253b581b8cf8b004ac4,,,0,0,0,0,0,1159,,0,160.89604,5,5
0,0,,,,,,,,,,,,5,117.7551,byplayer,0,3,,16,1,1,,,130.27089,17_xwudd,account.0fc434bdf30b46f89710bf206982c017,,,0,2933.6772,0,0,0,1782,,0,1126.1464,4,2
0,1,,,,,,,,,,,,4,60.582718,byplayer,0,3,,48,0,0,,,0,CES_Taikonn,account.7d13843e20ae458393aa5eefcad46256,,,0,0,0,0,0,1203,,0,598.1534,6,11
1,2,,,,,,,,,,,,0,100,byplayer,0,0,,50,0,0,,,0,GEN_Pio,account.2f3338b89f2c473d88f5a0d3886371f3,,,0,1385.6475,0,0,0,1025,,0,1850.9675,4,12
2,0,,,,,,,,,,,,2,153.79631,byplayer,0,3,,41,0,0,,,0,Tian_PaoPao,account.84e858daab17420e8f8b5da1a8d63fd3,,,0,2854.8594,0,0,0,1147,,0,1080.9336,3,7
1,0,,,,,,,,,,,,8,67.1052,byplayer,0,0,,23,1,1,,,255.31468,T5_Thanad0l,account.08ae687f7dff4a438dcd7c8d56ac6e11,,,0,2419.5522,0,0,0,1392,,0,1076.7267,6,6
0,0,,,,,,,,,,,,7,190.70683,byplayer,0,11,,21,1,1,,,60.8676,FaZe_jeemzz,account.a53191c1cb564946a0e1b058368ba4be,,,0,9696.199,0,0,0,1405,,0,1595.1094,5,5
4,0,,,,,,,,,,,,6,453.4486,byzone,1,9,,2,2,5,,,164.27112,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,,,0,3961.4585,0,0,0,1181,,0,1101.9808,5,10
0,0,,,,,,,,,,,,1,0,byplayer,0,0,,37,0,0,,,0,FaZe_Fexx,account.e3c55aad6c3445678dbf4063904248ea,,,0,9846.351,0,0,0,818,,0,513.3007,4,5
1,0,,,,,,,,,,,,0,192.25,byplayer,1,0,,30,1,1,,,48.40458,CES_Himass,account.c2762cc306ef4dd59c67f1866bfb69a1,,,0,0,0,0,0,1113,,0,944.78424,4,11
1,1,,,,,,,,,,,,7,263.3202,byplayer,1,2,,11,1,2,,,176.12013,SSG_PiXeL1K,account.447fdbc9247d4b4baa399d14721d4636,,,0,5808.0713,0,0,0,1271,,0,990.3179,6,8
1,0,,,,,,,,,,,,1,94.95633,byplayer,0,0,,27,1,1,,,164.98676,SQ_Kickstart,account.f95d11cb515746a68b59630103a4cede,,,0,3226.5715,0,0,0,1123,,0,1046.7664,7,9
0,0,,,,,,,,,,,,5,26.466946,byplayer,0,1,,25,1,1,,,59.50999,Tian_Zyy,account.e17ede0921cf47269ce62560299ec387,,,1,2298.8508,0,0,0,1349,,0,1091.9463,5,7
0,1,,,,,,,,,,,,0,0,byplayer,0,0,,65,0,0,,,0,V7_Tosi,account.8c4b945d989b4662ad4f00a3273fb027,,,1,849.6354,0,0,0,316,,0,172.27481,7,16
0,0,,,,,,,,,,,,5,209.57162,byplayer,0,5,,35,0,0,,,0,17_Lilghost,account.711dd801ef9940029675f49595c989a9,,,1,2636.782,0,0,0,1653,,0,1243.1587,5,2
0,0,,,,,,,,,,,,6,85.627686,byzone,1,3,,14,1,1,,,100.49979,17_SuJiu,account.183a45369acd46a4888ccb3d0436bdbe,,,0,2556.6392,0,0,0,1791,,0,1334.2026,3,2
1,0,,,,,,,,,,,,4,74.41672,suicide,0,2,,15,1,1,,,101.45685,17_Xbei,account.7b13f44c9ecb439b8e906362d974afb8,,,0,2985.4004,0,0,0,1791,,0,1110.6829,7,2
2,0,,,,,,,,,,,,4,449.7787,byplayer,0,1,,5,1,3,,,221.21173,TWIS_BatulinS,account.fff088a8a2b64fbf86cf283cddc1e706,,,0,2864.3484,0,0,0,1654,,0,2565.7817,4,3
3,3,,,,,,,,,,,,4,557.4473,alive,1,2,,3,1,3,,,217.60518,DNW_Loki,account.79e030919cac49cda61f9a96d0f38bda,,,0,3837.1414,0,0,0,1791,,0,2619.8887,6,1
0,0,,,,,,,,,,,,1,79.2,byplayer,0,1,,57,0,0,,,0,LG_Fludd,account.724b0358952440579ebc7f3391bb49ad,,,0,0,0,0,0,852,,0,97.86962,6,14
0,0,,,,,,,,,,,,1,30.343012,byplayer,0,1,,58,0,0,,,0,LG_M1ME,account.d88badd38c6b457ba17f72fd825b3dbb,,,0,0,0,0,0,783,,0,61.54136,9,14
0,2,,,,,,,,,,,,8,127.8503,byplayer,0,5,,36,0,0,,,0,TWIS_Lu,account.615d20582bcc4d5cb5818922caab2f22,,,0,3518.9385,0,0,0,1597,,0,1678.7292,10,3
1,0,,,,,,,,,,,,3,75,byzone,1,1,,31,1,1,,,71.06139,GEN_Esther,account.f19ec7f42ce448fb9fd1be9edcc7f9e4,,,0,2767.203,0,0,0,1186,,0,1718.923,6,12
0,0,,,,,,,,,,,,1,98.99458,byplayer,1,8,,28,1,1,,,1.7837913,PeRo_Cui71,account.c596e9d2c25c4e41872285a292a14b4d,,,0,0.45757884,0,0,0,1169,,0,190.97107,6,10
1,2,,,,,,,,,,,,2,306.39218,byplayer,0,1,,19,1,1,,,49.50633,DAY_Flash,account.a12bbe8283bd43768ae28f76f86a465d,,,0,5597.2363,0,0,0,1446,,0,1511.803,7,4
0,0,,,,,,,,,,,,0,222.95038,byplayer,0,0,,64,0,0,,,0,V7_Heaven,account.766148a3fa8f41ab87183e07e74d4a6e,,,0,1072.8292,0,0,0,424,,0,177.52031,2,16
0,0,,,,,,,,,,,,4,131.52634,byplayer,0,0,,29,1,1,,,123.81903,CES_Sololzy,account.1e3531b0c6db484097baa736b6ee590f,,,0,0,0,0,0,1191,,0,740.70795,4,11
0,0,,,,,,,,,,,,3,74.366135,byplayer,1,7,,26,1,1,,,99.19034,SSG_PaG3,account.111c752c6e5f43f68b986f0725767fa6,,,0,6477.5576,0,0,0,1310,,0,857.71295,6,8
3,3,,,,,,,,,,,,6,435.5469,alive,0,2,,9,1,2,,,124.36008,DNW_seoul,account.80312051ca20415dbf0a35c910154a82,,,0,2929.0168,0,0,0,1791,,0,2538.903,5,1
0,0,,,,,,,,,,,,4,0,byplayer,0,0,,53,0,0,,,0,TL_Lzqq,account.1cfab29a77634c5487aeb6467c2200cb,,,0,7154.844,0,0,0,1106,,0,625.83374,11,13
0,0,,,,,,,,,,,,0,0,byplayer,0,0,,54,0,0,,,0,TL_Jiaoyang,account.b1eef743995a4f89870633b2edb17538,,,0,1101.1841,0,0,0,1106,,0,126.189354,5,13
0,0,,,,,,,,,,,,2,0,byplayer,0,0,,38,0,0,,,0,FaZe_curexi,account.53b4b73c4c764a26b3cc9ebd24446352,,,0,9395.745,0,0,0,798,,0,607.19214,7,5
0,0,,,,,,,,,,,,6,90.47967,byplayer,0,6,,61,0,0,,,0,NH_MMing,account.16db8a07e53e459fad9c89a84a67a42a,,,0,8784.414,0,0,0,1099,,0,774.55615,4,15
2,0,,,,,,,,,,,,2,392.79904,byplayer,1,1,,1,2,5,,,108.54897,DAY_Belmoth,account.5140e067558b4d8bbc1ac8d9e2f19fb1,,,0,6423.5195,0,0,0,1446,,0,1486.3387,7,4
1,0,,,,,,,,,,,,0,68.71915,byplayer,0,0,,66,0,0,,,0,V7_Gyumin,account.95041c39b2d14a088087b417af03c04f,,,0,0,0,0,0,308,,0,33.316544,1,16
1,1,,,,,,,,,,,,2,201.12604,byplayer,0,0,,39,0,0,,,0,T5_RossitedJR,account.b5a7698dd3974e789b6224b5ff7f1378,,,0,2146.074,0,0,0,1392,,0,887.8733,7,6
0,0,,,,,,,,,,,,2,25.989916,byplayer,0,0,,52,0,0,,,0,TL_ATongMuu,account.4e0b93ba1c444280b5c852d22ad87cf1,,,0,7534.8105,0,0,0,1138,,0,793.2188,5,13
0,0,,,,,,,,,,,,0,0,byplayer,0,0,,51,0,0,,,0,GEN_Seongjang,account.5fc60d0f31f0433fb4b58a48e6fc4ef4,,,0,1011.0996,0,0,0,379,,0,336.59808,2,12
1,0,,,,,,,,,,,,1,71.56163,byplayer,0,1,,32,1,1,,,4.4645376,V7_Glaz,account.ca532dd9610c41d6abb5718673a13e0d,,,0,127.3284,0,0,0,320,,0,296.32657,4,16
2,1,,,,,,,,,,,,4,300.55438,byplayer,0,2,,12,1,2,,,58.68841,SQ_TGLTN,account.95dbe64c2153423da04367cb81e83629,,,2,4103.3784,0,0,0,1302,,0,1115.2244,5,9
0,0,,,,,,,,,,,,2,51.350754,byplayer,0,6,,60,0,0,,,0,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,,,0,8184.5483,0,0,0,1109,,0,844.9253,6,15
0,1,,,,,,,,,,,,3,23.833508,byplayer,0,3,,44,0,0,,,0,SSG_Sharpshot4K,account.1c709f65f8e146bd8760af3bb444eeb4,,,0,6541.8945,0,0,0,1162,,0,593.24506,4,8
0,1,,,,,,,,,,,,1,306.00024,byplayer,0,3,,17,1,1,,,68.09979,TWIS_spyrro,account.e6f018911cea4b18a6b890e99446dac7,,,1,2496.6409,0,0,0,1604,,0,1535.5105,4,3
1,0,,,,,,,,,,,,3,100.00001,byplayer,0,0,,55,0,0,,,0,TL_Shen,account.2f6ccd93ce9645a096546f78a4383c66,,,0,6627.429,0,0,0,1105,,0,769.99835,4,13
3,1,,,,,,,,,,,,1,350.29675,byplayer,0,0,,20,1,1,,,19.730751,DAY_PuuChiwz,account.8d67f07455aa483eb4bbad346dfe6707,,,0,5660.3794,0,0,0,1115,,0,828.92163,5,4
0,0,,,,,,,,,,,,2,107.9144,byplayer,0,3,,40,0,0,,,0,T5_Pathompong,account.f95fd6b654a5401e8b0acac768063f35,,,0,2374.584,0,0,0,1392,,0,1599.2305,9,6
3,2,,,,,,,,,,,,3,634.21906,byplayer,1,7,,6,1,3,,,716.1399,TWIS_Perfect1ks,account.6d5d4e01468f4920846978b6dd5f2558,,,0,2184.8525,0,0,0,1654,,0,2078.1133,5,3
2,0,,,,,,,,,,,,8,307.0662,alive,1,1,,8,1,2,,,103.55311,DNW_Inonix,account.3a5ab7f1df8444e7b91e666beb7d3a02,,,0,4885.045,0,0,0,1791,,0,2750.4204,6,1
2,0,,,,,,,,,,,,1,253.48636,byplayer,0,0,,7,1,3,,,214.48459,GEN_DG98,account.b35ab37d7d924b46b51e63d10ae3fa36,,,0,1729.6233,0,0,0,1187,,0,1678.7684,5,12
