DBNOs,assists,attributes_createdAt,attributes_duration,attributes_gameMode,attributes_isCustomMatch,attributes_mapName,attributes_matchType,attributes_seasonState,attributes_shardId,attributes_stats,attributes_tags,attributes_titleId,boosts,damageDealt,deathType,headshotKills,heals,id,killPlace,killStreaks,kills,links_schema,links_self,longestKill,name,playerId,relationships_assets_data,relationships_rosters_data,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,type,vehicleDestroys,walkDistance,weaponsAcquired,winPlace
,,2023-12-01T13:57:00Z,1881,esports-squad-fpp,True,Baltic_Main,,progress,tournament,,,bluehole-pubg,,,,,,be12c263-91f0-44cc-b1b7-da8e48fb98c1,,,,,https://api-eks.pubg.com/shards/tournament/matches/be12c263-91f0-44cc-b1b7-da8e48fb98c1,,,,"[{'type': 'asset', 'id': '2859c5db-9056-11ee-9ee4-6afa2dbf7a24'}]","[{'type': 'roster', 'id': '46666ff2-b0b1-4364-b69d-030e208686cb'}, {'type': 'roster', 'id': 'ea013511-8ae9-486a-b109-9d67250d050b'}, {'type': 'roster', 'id': '8f0ba81d-e181-46d6-a0fc-558a41dce97a'}, {'type': 'roster', 'id': '1cf14d36-4842-4420-a11a-f689c5d05c94'}, {'type': 'roster', 'id': 'a0917aa0-c067-455e-9192-b4aa6ccc8b92'}, {'type': 'roster', 'id': 'ffd8b534-5caa-4ca0-8c16-9681f0ce8d3d'}, {'type': 'roster', 'id': 'c930b2f9-2bae-4825-b7d8-9c4efce8c61d'}, {'type': 'roster', 'id': 'b81a27b4-e7fd-4074-891d-e5739f3ba825'}, {'type': 'roster', 'id': '49c7234b-5e5d-47dd-b4b6-f5503cef22c5'}, {'type': 'roster', 'id': '64fe6254-c462-42ed-9cad-b9488476bfc7'}, {'type': 'roster', 'id': '19ebe361-4e59-43ee-9a7f-723953c1a9ba'}, {'type': 'roster', 'id': '5b524b09-c67d-4158-b2bf-afe74cf09663'}, {'type': 'roster', 'id': '36d6fbcf-87f0-4fff-9e80-8528b586b91a'}, {'type': 'roster', 'id': '36f47df1-405a-42a3-beec-f04c913ef98c'}, {'type': 'roster', 'id': '1b77792d-e1d7-4153-94f6-c83e7dadcfdf'}, {'type': 'roster', 'id': '91ecde37-17ab-4cab-8ce6-5d01643068f6'}]",,,,,,,match,,,,
0,0,,,,,,,,,,,,3,126.29337,byplayer,0,6,,60,0,0,,,0,CES_Sololzy,account.1e3531b0c6db484097baa736b6ee590f,,,0,3272.9275,0,0,0,1228,,0,1547.1,5,14
0,0,,,,,,,,,,,,3,0,byplayer,0,1,,48,0,0,,,0,SQ_TGLTN,account.95dbe64c2153423da04367cb81e83629,,,0,3889.9893,0,0,0,962,,0,806.60657,5,9
0,0,,,,,,,,,,,,1,0,byplayer,0,3,,38,0,0,,,0,SSG_PaG3,account.111c752c6e5f43f68b986f0725767fa6,,,0,3214.6934,0,0,0,844,,0,555.0764,9,4
0,0,,,,,,,,,,,,0,84.24686,byplayer,0,1,,66,0,0,,,0,FaZe_Gustav,account.89fd42f81d324253b581b8cf8b004ac4,,,0,4512.0386,0,0,0,925,,0,1060.1093,4,16
0,2,,,,,,,,,,,,3,64.62688,alive,0,1,,33,0,0,,,0,PeRo_Summer,account.d647ce8c37054618ad0b75bf5de86ccb,,,0,2769.604,0,0,0,1881,,1,2796.7778,5,1
3,1,,,,,,,,,,,,2,658.03687,byzone,2,1,,8,2,3,,,64.42469,V7_Tosi,account.8c4b945d989b4662ad4f00a3273fb027,,,0,226.9889,0,0,0,1310,,0,1935.4893,15,11
0,2,,,,,,,,,,,,9,383.80743,alive,1,10,,10,1,2,,,165.83266,PeRo_Ming,account.454b06f74f714a9ba5910a4b65691867,,,4,1539.1313,0,0,0,1881,,0,1744.295,5,1
0,0,,,,,,,,,,,,1,192.56107,byplayer,0,1,,40,0,0,,,0,T5_RossitedJR,account.b5a7698dd3974e789b6224b5ff7f1378,,,0,4496.032,0,0,0,1324,,0,586.87524,5,5
3,3,,,,,,,,,,,,6,382.81537,byplayer,1,5,,5,2,3,,,93.45908,GEN_DG98,account.b35ab37d7d924b46b51e63d10ae3fa36,,,3,0.011374272,0,0,0,1820,,0,1065.2318,8,3
0,0,,,,,,,,,,,,4,79.73222,byplayer,0,4,,59,0,0,,,0,DNW_Loki,account.79e030919cac49cda61f9a96d0f38bda,,,0,2767.1472,0,0,0,1165,,0,938.2793,6,13
0,0,,,,,,,,,,,,1,0,byplayer,0,2,,43,0,0,,,0,TWIS_Lu,account.615d20582bcc4d5cb5818922caab2f22,,,1,852.1683,0,0,0,938,,0,805.3489,6,6
0,1,,,,,,,,,,,,3,27.514719,byplayer,0,3,,44,0,0,,,0,LG_Relo,account.6614558d5558453080a46dbf687e7b58,,,3,5476.8154,0,0,0,1429,,0,786.92804,6,7
4,0,,,,,,,,,,,,5,818.5077,byplayer,2,1,,4,2,3,,,96.80365,17_Xbei,account.7b13f44c9ecb439b8e906362d974afb8,,,0,1745.2517,0,0,0,1739,,0,1067.5227,7,2
0,0,,,,,,,,,,,,5,255.09961,byplayer,0,2,,51,0,0,,,0,TL_Jiaoyang,account.b1eef743995a4f89870633b2edb17538,,,0,9681.668,0,0,0,1338,,0,508.90845,6,10
1,0,,,,,,,,,,,,6,330.27454,byzone,0,4,,34,0,0,,,0,17_Lilghost,account.711dd801ef9940029675f49595c989a9,,,0,933.33093,0,0,0,1881,,0,1529.4916,7,2
4,1,,,,,,,,,,,,3,398.9072,byplayer,0,2,,9,3,3,,,93.26125,V7_Gyumin,account.95041c39b2d14a088087b417af03c04f,,,0,2072.643,0,0,0,1253,,0,1490.8623,5,11
1,1,,,,,,,,,,,,4,180.41824,byplayer,0,0,,27,1,1,,,30.644306,Tian_77owo,account.6d44884704e24010ad2bb7ebb9055fee,,,0,3162.0618,0,0,0,1262,,0,1281.8944,7,12
1,0,,,,,,,,,,,,2,355.10443,byplayer,0,0,,45,0,0,,,0,DAY_PuuChiwz,account.8d67f07455aa483eb4bbad346dfe6707,,,0,4536.005,0,0,0,1417,,0,1665.2739,6,8
1,0,,,,,,,,,,,,2,155.5299,byplayer,0,0,,46,0,0,,,0,DAY_Flash,account.a12bbe8283bd43768ae28f76f86a465d,,,0,2920.2258,0,0,0,1375,,0,1532.4661,3,8
1,0,,,,,,,,,,,,0,237.22125,byplayer,0,0,,28,1,1,,,22.930323,CES_Himass,account.c2762cc306ef4dd59c67f1866bfb69a1,,,0,2984.805,0,0,0,1228,,0,1976.8975,8,14
0,1,,,,,,,,,,,,2,123.45294,byplayer,0,0,,61,0,0,,,0,CES_Taikonn,account.7d13843e20ae458393aa5eefcad46256,,,0,2025.6698,0,0,0,1228,,0,1481.2421,3,14
0,0,,,,,,,,,,,,0,0,byplayer,0,0,,35,0,0,,,0,17_SuJiu,account.183a45369acd46a4888ccb3d0436bdbe,,,0,1381.5101,0,0,0,605,,0,526.1195,2,2
3,0,,,,,,,,,,,,1,681.00824,byplayer,0,2,,3,2,3,,,95.64968,17_xwudd,account.0fc434bdf30b46f89710bf206982c017,,,1,1649.1217,0,0,0,1881,,0,1215.5524,5,2
3,0,,,,,,,,,,,,5,291.1271,byplayer,0,2,,19,1,1,,,16.531157,SSG_PiXeL1K,account.447fdbc9247d4b4baa399d14721d4636,,,0,2046.6863,0,0,1,961,,0,736.72534,3,4
0,1,,,,,,,,,,,,3,84.762634,byplayer,0,0,,36,0,0,,,0,GEN_Esther,account.f19ec7f42ce448fb9fd1be9edcc7f9e4,,,0,0,0,0,0,1552,,0,472.52158,6,3
0,0,,,,,,,,,,,,2,98.4,byplayer,0,0,,62,0,0,,,0,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,,,0,265.54324,0,0,0,908,,0,546.64526,5,15
2,2,,,,,,,,,,,,5,286.37433,byplayer,1,2,,26,1,1,,,137.47148,V7_Heaven,account.766148a3fa8f41ab87183e07e74d4a6e,,,1,947.8625,0,0,0,1252,,0,1575.2562,8,11
0,1,,,,,,,,,,,,4,133.72896,byplayer,0,0,,55,0,0,,,0,Tian_Zyy,account.e17ede0921cf47269ce62560299ec387,,,0,3556.4866,0,0,0,1282,,0,868.343,4,12
1,3,,,,,,,,,,,,6,166.62636,byplayer,1,8,,21,1,1,,,155.35643,TWIS_spyrro,account.e6f018911cea4b18a6b890e99446dac7,,,0,669.7818,0,0,0,1495,,0,1243.7242,5,6
0,0,,,,,,,,,,,,7,193.62543,byplayer,0,6,,39,0,0,,,0,T5_Pathompong,account.f95fd6b654a5401e8b0acac768063f35,,,0,5843.6777,0,0,0,1534,,0,922.2551,4,5
1,1,,,,,,,,,,,,3,271.54034,byplayer,1,1,,23,1,1,,,63.37715,DAY_Belmoth,account.5140e067558b4d8bbc1ac8d9e2f19fb1,,,0,5916.4937,0,0,0,1417,,2,1579.2314,6,8
