DBNOs,assists,attributes_createdAt,attributes_duration,attributes_gameMode,attributes_isCustomMatch,attributes_mapName,attributes_matchType,attributes_seasonState,attributes_shardId,attributes_stats,attributes_tags,attributes_titleId,boosts,damageDealt,deathType,headshotKills,heals,id,killPlace,killStreaks,kills,links_schema,links_self,longestKill,name,playerId,relationships_assets_data,relationships_rosters_data,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,type,vehicleDestroys,walkDistance,weaponsAcquired,winPlace
,,2023-12-03T12:22:32Z,1811,esports-squad-fpp,True,Tiger_Main,,progress,tournament,,,bluehole-pubg,,,,,,e5507b79-0155-44c8-9b2a-1643dd5fe861,,,,,https://api-eks.pubg.com/shards/tournament/matches/e5507b79-0155-44c8-9b2a-1643dd5fe861,,,,"[{'type': 'asset', 'id': '1e66d8f5-91db-11ee-9ee4-6afa2dbf7a24'}]","[{'type': 'roster', 'id': 'fdaaf061-0f26-4e3a-a099-3150f1a2e37a'}, {'type': 'roster', 'id': '43382897-0c63-4451-80d3-7974f07052c2'}, {'type': 'roster', 'id': '7fd7600d-2d02-4412-8819-1e96a46d6d97'}, {'type': 'roster', 'id': '082858a8-3c33-42b2-9662-4f43dbdf44a2'}, {'type': 'roster', 'id': '0a1f1d82-b593-4b23-b93f-e379be9a6d68'}, {'type': 'roster', 'id': 'fa319020-a8f7-49c9-80e6-3d690dad1872'}, {'type': 'roster', 'id': 'fc7e3548-e312-4087-9ebe-41a811d6dbc2'}, {'type': 'roster', 'id': '0c7f872f-6145-49aa-995a-c8ba006e104c'}, {'type': 'roster', 'id': '12569868-3089-49e1-a281-fef49d514b98'}, {'type': 'roster', 'id': 'dfea5a34-0cf5-4d50-afae-d6e05aaae9df'}, {'type': 'roster', 'id': 'c977877b-d15f-44b3-988b-4fd77f320657'}, {'type': 'roster', 'id': '6f5134bd-73c6-47ed-a8ba-9e1fa1ca2402'}, {'type': 'roster', 'id': '2f2fcca8-fe8f-42cf-8a87-be4d004d8ea6'}, {'type': 'roster', 'id': 'f4c0af40-35e9-4af7-bc16-113a1104d134'}, {'type': 'roster', 'id': 'c8dc0105-a603-407f-8446-2f24cbba31be'}, {'type': 'roster', 'id': 'a6770b3d-87ef-4355-890f-e6f8b9b9c478'}]",,,,,,,match,,,,
1,0,,,,,,,,,,,,6,126.29378,byplayer,1,2,,7,2,3,,,61.66436,T5_Thanad0l,account.08ae687f7dff4a438dcd7c8d56ac6e11,,,0,1766.0168,0,0,0,1204,,0,1946.869,7,9
0,0,,,,,,,,,,,,1,0,byplayer,0,0,,39,0,0,,,0,DAY_Belmoth,account.5140e067558b4d8bbc1ac8d9e2f19fb1,,,0,6508.103,0,0,0,902,,0,951.1715,10,4
0,0,,,,,,,,,,,,2,0,byplayer,0,1,,48,0,0,,,0,Tian_77owo,account.6d44884704e24010ad2bb7ebb9055fee,,,0,1602.8168,0,0,0,450,,0,324.1592,4,11
2,2,,,,,,,,,,,,3,114.96396,byplayer,0,1,,58,0,0,,,0,V7_Gyumin,account.95041c39b2d14a088087b417af03c04f,,,0,3412.5088,0,0,0,991,,0,1738.4509,5,14
1,2,,,,,,,,,,,,0,187.67216,byplayer,0,1,,28,1,1,,,17.98897,SSG_PaG3,account.111c752c6e5f43f68b986f0725767fa6,,,0,3245.816,0,0,0,1210,,0,2061.2095,4,10
1,0,,,,,,,,,,,,1,322.01135,byplayer,1,1,,4,1,3,,,77.48013,DAY_Nourinz,account.b584be6230df4b2c90e7e86917e94127,,,1,6658.9614,0,0,0,1495,,0,1501.8431,8,4
1,1,,,,,,,,,,,,4,182.34337,byplayer,0,2,,22,1,1,,,38.916187,DAY_Flash,account.a12bbe8283bd43768ae28f76f86a465d,,,0,6687.6143,0,0,0,1457,,0,1800.0238,7,4
0,0,,,,,,,,,,,,2,0,byplayer,0,2,,56,0,0,,,0,LG_M1ME,account.d88badd38c6b457ba17f72fd825b3dbb,,,0,7948.115,0,0,0,1057,,0,1082.1422,7,13
0,0,,,,,,,,,,,,0,53.96056,byplayer,0,0,,63,0,0,,,0,SQ_Shrimzy,account.12e2a0dc0dbb4bd882dbf40df0d564f4,,,0,8026.1406,0,0,0,842,,0,676.1917,8,15
