DBNOs,assists,attributes_createdAt,attributes_duration,attributes_gameMode,attributes_isCustomMatch,attributes_mapName,attributes_matchType,attributes_seasonState,attributes_shardId,attributes_stats,attributes_tags,attributes_titleId,boosts,damageDealt,deathType,headshotKills,heals,id,killPlace,killStreaks,kills,links_schema,links_self,longestKill,name,playerId,relationships_assets_data,relationships_rosters_data,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,type,vehicleDestroys,walkDistance,weaponsAcquired,winPlace
4,1,,,,,,,,,,,,4,494.76315,byplayer,0,2,,19,1,1,,,251.77611,SSG_Sharpshot4K,account.1c709f65f8e146bd8760af3bb444eeb4,,,0,9493.086,0,0,0,1825,,1,1349.771,9,3
0,0,,,,,,,,,,,,1,88.59007,byplayer,0,0,,52,0,0,,,0,T5_Hatsawat,account.8cac1bff944a49d6bf88661c2e4b04e6,,,0,1408.4962,0,0,0,886,,0,655.1957,3,12
3,0,,,,,,,,,,,,8,333.40094,byplayer,0,5,,12,1,2,,,63.982178,TL_ATongMuu,account.4e0b93ba1c444280b5c852d22ad87cf1,,,2,9894.088,0,0,0,1490,,1,732.64984,8,7
0,0,,,,,,,,,,,,6,57.14815,byplayer,0,2,,55,0,0,,,0,DAY_Belmoth,account.5140e067558b4d8bbc1ac8d9e2f19fb1,,,0,2757.0093,0,0,0,1172,,0,1472.6722,5,13
0,0,,,,,,,,,,,,0,0,byplayer,0,0,,50,0,0,,,0,PeRo_Cui71,account.c596e9d2c25c4e41872285a292a14b4d,,,0,523.29834,0,0,0,145,,0,35.12306,1,10
0,1,,,,,,,,,,,,2,77.4,byplayer,0,1,,64,0,0,,,0,V7_Tosi,account.8c4b945d989b4662ad4f00a3273fb027,,,0,0,0,0,0,948,,0,54.572685,8,16
1,1,,,,,,,,,,,,4,291.94342,byplayer,1,4,,25,1,1,,,9.265134,TL_Jiaoyang,account.b1eef743995a4f89870633b2edb17538,,,4,9321.505,0,0,0,1490,,0,901.4286,5,7
1,1,,,,,,,,,,,,6,231.9618,byplayer,0,1,,18,1,1,,,190.05,SSG_PaG3,account.111c752c6e5f43f68b986f0725767fa6,,,0,9985.624,0,0,0,1825,,0,1446.0242,4,3
2,0,,,,,,,,,,,,12,380.07095,byplayer,0,1,,20,1,1,,,537.5734,SSG_PiXeL1K,account.447fdbc9247d4b4baa399d14721d4636,,,0,9221.557,0,0,0,1825,,0,1641.1879,6,3
2,1,,,,,,,,,,,,6,342.32697,byplayer,0,6,,3,1,4,,,171.30273,TWIS_BatulinS,account.fff088a8a2b64fbf86cf283cddc1e706,,,0,3250.2776,0,0,0,1236,,0,1020.9794,7,11
3,0,,,,,,,,,,,,7,447.87576,byplayer,0,3,,2,2,4,,,566.2658,SQ_Kickstart,account.f95d11cb515746a68b59630103a4cede,,,4,476.93933,0,0,0,1752,,1,508.95374,8,4
0,0,,,,,,,,,,,,2,24.884998,byplayer,0,1,,54,0,0,,,0,DAY_Nourinz,account.b584be6230df4b2c90e7e86917e94127,,,0,2947.0222,0,0,0,1183,,0,1090.7837,5,13
1,0,,,,,,,,,,,,4,234.31879,byplayer,0,5,,15,1,2,,,184.25967,Tian_LinShu23,account.6558090c205042f997ef1afa894b34e8,,,0,4530.9805,0,0,0,1015,,0,815.8682,6,15
0,0,,,,,,,,,,,,4,0,byplayer,0,5,,44,0,0,,,0,GEN_Seongjang,account.5fc60d0f31f0433fb4b58a48e6fc4ef4,,,0,2312.9722,0,0,0,945,,0,391.29333,4,8
0,0,,,,,,,,,,,,8,190.86209,byplayer,0,2,,38,0,0,,,0,SSG_Roth,account.bbd62c6ab18442608c0b0a8d039de006,,,0,10019.6,0,0,0,1825,,0,1150.2446,8,3
1,0,,,,,,,,,,,,2,74.649155,byplayer,0,0,,24,1,1,,,81.38592,DNW_Salute,account.2375c9d38a6a4fe9af48f83089aa6d43,,,0,8321.33,0,0,0,924,,0,659.54944,7,6
1,0,,,,,,,,,,,,1,200.82515,byplayer,0,0,,32,1,1,,,19.611837,T5_Thanad0l,account.08ae687f7dff4a438dcd7c8d56ac6e11,,,1,1350.707,0,0,0,1121,,0,1210.3293,4,12
0,0,,,,,,,,,,,,1,49.99633,byplayer,0,1,,65,0,0,,,0,V7_Glaz,account.ca532dd9610c41d6abb5718673a13e0d,,,0,0,0,0,0,948,,0,9.97302,8,16
1,0,,,,,,,,,,,,3,151.03586,byplayer,0,0,,28,1,1,,,76.43674,GEN_Pio,account.2f3338b89f2c473d88f5a0d3886371f3,,,0,1931.1616,0,0,0,906,,0,610.82477,5,8
3,2,,,,,,,,,,,,7,782.7607,alive,2,3,,1,2,5,,,207.7343,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,,,1,8369.527,0,0,0,1843,,0,1370.0483,4,1
0,0,,,,,,,,,,,,4,0,byplayer,0,3,,62,0,0,,,0,Tian_77owo,account.6d44884704e24010ad2bb7ebb9055fee,,,0,4118.057,0,0,0,955,,0,577.02356,2,15
0,0,,,,,,,,,,,,1,17.4123,byplayer,0,0,,66,0,0,,,0,V7_Gyumin,account.95041c39b2d14a088087b417af03c04f,,,0,0,0,0,0,916,,0,1.8220352,4,16
1,0,,,,,,,,,,,,2,214.10538,byplayer,0,0,,41,0,0,,,0,DNW_Inonix,account.3a5ab7f1df8444e7b91e666beb7d3a02,,,0,7015.9023,0,0,0,943,,0,611.0257,3,6
0,0,,,,,,,,,,,,6,105.07563,byplayer,0,0,,59,0,0,,,0,17_Xbei,account.7b13f44c9ecb439b8e906362d974afb8,,,0,7003.6123,0,0,0,1133,,0,1046.9877,6,14
1,0,,,,,,,,,,,,2,100,byplayer,0,2,,33,1,1,,,8.299948,V7_Heaven,account.766148a3fa8f41ab87183e07e74d4a6e,,,0,0,0,0,0,928,,0,1.5124593,9,16
2,2,,,,,,,,,,,,9,478.67368,alive,1,3,,7,1,2,,,30.133945,NH_Dec12th,account.77be07e20d244421bf882fea6c1e9926,,,0,8515.336,0,0,0,1843,,0,1767.6663,7,1
1,0,,,,,,,,,,,,5,148.93036,byplayer,0,1,,43,0,0,,,0,TL_Shen,account.2f6ccd93ce9645a096546f78a4383c66,,,0,10086.321,0,0,0,1099,,0,681.2265,8,7
3,2,,,,,,,,,,,,7,569.9231,suicide,0,6,,9,2,2,,,13.718009,SQ_Shrimzy,account.12e2a0dc0dbb4bd882dbf40df0d564f4,,,0,456.10724,0,0,0,1741,,0,471.61945,10,4
0,0,,,,,,,,,,,,4,93.97942,byplayer,0,0,,63,0,0,,,0,Tian_Zyy,account.e17ede0921cf47269ce62560299ec387,,,0,4415.431,0,0,0,852,,0,720.1292,3,15
0,0,,,,,,,,,,,,2,87.546036,byplayer,0,1,,45,0,0,,,0,LG_Fludd,account.724b0358952440579ebc7f3391bb49ad,,,0,3952.9275,0,0,0,1077,,1,655.6295,4,9
0,0,,,,,,,,,,,,1,48.120796,byplayer,0,1,,40,0,0,,,0,SQ_hwinn,account.cadc0e574c244d1db903c2e84d694836,,,0,2583.6477,0,0,0,940,,0,1248.8757,4,4
0,0,,,,,,,,,,,,4,21.432608,byplayer,0,0,,47,0,0,,,0,LG_M1ME,account.d88badd38c6b457ba17f72fd825b3dbb,,,0,2884.6138,0,0,0,1066,,0,2227.3772,5,9
1,1,,,,,,,,,,,,8,336.69537,byplayer,1,7,,11,1,2,,,58.10915,DNW_seoul,account.80312051ca20415dbf0a35c910154a82,,,1,7185.261,0,0,0,1559,,0,1287.9557,7,6
2,1,,,,,,,,,,,,2,139.1895,byplayer,0,3,,30,1,1,,,14.145957,TWIS_Lu,account.615d20582bcc4d5cb5818922caab2f22,,,1,0,0,0,0,1236,,0,232.08482,3,11
0,0,,,,,,,,,,,,6,106.17975,byplayer,0,4,,58,0,0,,,0,17_Lilghost,account.711dd801ef9940029675f49595c989a9,,,0,7906.6855,0,0,0,1175,,0,1136.0518,3,14
3,1,,,,,,,,,,,,6,852.5559,byplayer,0,4,,4,1,3,,,65.07097,CES_Himass,account.c2762cc306ef4dd59c67f1866bfb69a1,,,1,9098.208,0,0,0,1843,,2,1491.5062,7,2
2,1,,,,,,,,,,,,8,608.59143,alive,1,3,,8,1,2,,,137.92078,NH_MMing,account.16db8a07e53e459fad9c89a84a67a42a,,,0,8021.279,0,0,0,1843,,0,1906.7906,4,1
2,4,,,,,,,,,,,,2,580.15216,byplayer,0,4,,13,1,2,,,62.655323,TWIS_Perfect1ks,account.6d5d4e01468f4920846978b6dd5f2558,,,0,3820.6038,0,0,0,1236,,1,1401.5707,7,11
1,1,,,,,,,,,,,,7,197.06242,byplayer,0,6,,31,1,1,,,11.360363,TWIS_spyrro,account.e6f018911cea4b18a6b890e99446dac7,,,0,4480.825,0,0,0,1229,,0,1228.4822,3,11
0,1,,,,,,,,,,,,5,18.66375,byplayer,0,2,,42,0,0,,,0,TL_Lzqq,account.1cfab29a77634c5487aeb6467c2200cb,,,0,10680.474,0,0,0,1192,,0,561.6913,5,7
0,0,,,,,,,,,,,,2,0,byplayer,0,3,,56,0,0,,,0,DAY_PuuChiwz,account.8d67f07455aa483eb4bbad346dfe6707,,,0,2922.7556,0,0,0,1157,,0,1111.7957,5,13
0,0,,,,,,,,,,,,3,158.62503,byplayer,0,2,,53,0,0,,,0,DAY_Flash,account.a12bbe8283bd43768ae28f76f86a465d,,,0,2865.74,0,0,0,1184,,0,1663.1385,6,13
1,1,,,,,,,,,,,,2,174.48485,byplayer,0,0,,37,0,0,,,0,CES_Taikonn,account.7d13843e20ae458393aa5eefcad46256,,,0,8363.36,0,0,0,1545,,0,1166.4938,4,2
1,0,,,,,,,,,,,,5,290.896,byplayer,0,4,,29,1,1,,,62.44493,PeRo_Summer,account.d647ce8c37054618ad0b75bf5de86ccb,,,0,1244.2047,0,0,0,1257,,0,1929.5442,6,10
1,0,,,,,,,,,,,,4,274.1936,byplayer,1,5,,6,1,3,,,132.62784,LG_Snakers,account.2efa55271d4842f98b1fd811dca09440,,,0,3270.4746,0,0,0,1308,,0,1451.423,4,9
2,0,,,,,,,,,,,,3,491.8652,byplayer,0,6,,14,1,2,,,7.548627,T5_Pathompong,account.f95fd6b654a5401e8b0acac768063f35,,,0,2101.388,0,0,0,1212,,0,1214.0973,9,12
1,1,,,,,,,,,,,,9,257.88824,byplayer,1,6,,21,1,1,,,4.5699477,FaZe_Gustav,account.89fd42f81d324253b581b8cf8b004ac4,,,2,4090.577,0,0,0,1632,,2,1774.1217,8,5
0,0,,,,,,,,,,,,4,61.44683,byplayer,0,0,,60,0,0,,,0,17_xwudd,account.0fc434bdf30b46f89710bf206982c017,,,0,6066.8306,0,0,0,902,,0,692.39,4,14
1,0,,,,,,,,,,,,7,89.57252,alive,0,5,,16,1,1,,,19.866339,NH_Nannnnn,account.be3c1e2f5121454abfea4b62ca13589b,,,1,8584.979,0,0,0,1843,,0,1486.777,8,1
4,2,,,,,,,,,,,,6,305.76596,byplayer,1,2,,22,1,1,,,55.969776,FaZe_jeemzz,account.a53191c1cb564946a0e1b058368ba4be,,,1,3146.0369,0,0,0,1364,,0,1065.5674,7,5
0,0,,,,,,,,,,,,2,22.819027,byplayer,0,0,,46,0,0,,,0,LG_Relo,account.6614558d5558453080a46dbf687e7b58,,,0,3974.1804,0,0,0,1067,,0,1262.9148,5,9
0,0,,,,,,,,,,,,4,151.37485,byplayer,0,3,,36,0,0,,,0,CES_Sololzy,account.1e3531b0c6db484097baa736b6ee590f,,,0,8579.671,0,0,0,1653,,1,1177.8866,7,2
1,1,,,,,,,,,,,,3,125.62604,byplayer,0,1,,61,0,0,,,0,Tian_PaoPao,account.84e858daab17420e8f8b5da1a8d63fd3,,,0,3054.5957,0,0,0,956,,0,760.5672,4,15
2,0,,,,,,,,,,,,2,145.29744,byplayer,0,3,,10,1,2,,,286.52887,FaZe_Fexx,account.e3c55aad6c3445678dbf4063904248ea,,,0,2470.7415,0,0,0,1013,,0,708.79553,4,5
2,3,,,,,,,,,,,,3,209.55463,byplayer,1,3,,23,1,1,,,192.03249,FaZe_curexi,account.53b4b73c4c764a26b3cc9ebd24446352,,,0,3867.8574,0,0,0,1321,,0,1202.4844,7,5
