DBNOs,assists,attributes_createdAt,attributes_duration,attributes_gameMode,attributes_isCustomMatch,attributes_mapName,attributes_matchType,attributes_seasonState,attributes_shardId,attributes_stats,attributes_tags,attributes_titleId,boosts,damageDealt,deathType,headshotKills,heals,id,killPlace,killStreaks,kills,links_schema,links_self,longestKill,name,playerId,relationships_assets_data,relationships_rosters_data,revives,rideDistance,roadKills,swimDistance,teamKills,timeSurvived,type,vehicleDestroys,walkDistance,weaponsAcquired,winPlace
,,2023-12-03T11:39:14Z,1842,esports-squad-fpp,True,Desert_Main,,progress,tournament,,,bluehole-pubg,,,,,,38f1103d-ee13-49d0-86db-28b0fe62c383,,,,,https://api-eks.pubg.com/shards/tournament/matches/38f1103d-ee13-49d0-86db-28b0fe62c383,,,,"[{'type': 'asset', 'id': '2591a0e3-91d5-11ee-8a1f-1eb0f844511c'}]","[{'type': 'roster', 'id': '0295ca46-cb9b-4de9-b759-0c87372c12ea'}, {'type': 'roster', 'id': 'c2f315fe-173e-4fd4-bd12-81a8738beffa'}, {'type': 'roster', 'id': 'eab2ca83-8798-4d1b-b00d-bd3ab2bee161'}, {'type': 'roster', 'id': '292697d2-3ca3-4ab4-b32b-6f43667863c4'}, {'type': 'roster', 'id': '50840e78-2b47-4421-9158-7a6528a373c5'}, {'type': 'roster', 'id': 'e4e990e1-5af2-4a0f-bd0d-bbae95de7c21'}, {'type': 'roster', 'id': 'a2f9bd07-86b3-4093-95cb-392cff3e3a43'}, {'type': 'roster', 'id': '802e1ff7-fe09-40c2-b75c-26ab374cdb70'}, {'type': 'roster', 'id': 'cc38bb85-34b3-4468-b801-40ae31a0e084'}, {'type': 'roster', 'id': 'e0e46b27-38d2-4685-8054-c5c861d9d0d9'}, {'type': 'roster', 'id': '77fd67b4-136c-4eda-a1ed-54a4d98cf5f6'}, {'type': 'roster', 'id': 'b84d3c42-f644-42e4-9c55-d3325410fe7e'}, {'type': 'roster', 'id': '22cd502e-7dc9-48a3-a528-71f2c1ccae29'}, {'type': 'roster', 'id': '41f186d0-08f3-4b52-9bbc-4ee074d88259'}, {'type': 'roster', 'id': '0fd9bdf8-a1e5-430f-b334-234eb9340e15'}, {'type': 'roster', 'id': 'f7e196cd-706e-4c2d-a349-cd215e055f0a'}]",,,,,,,match,,,,
0,0,,,,,,,,,,,,1,97.38018,byplayer,1,1,,31,1,1,,,27.72985,Tian_LinShu23,account.6558090c205042f997ef1afa894b34e8,,,0,3470.814,0,0,0,1079,,0,1629.5234,8,12
1,0,,,,,,,,,,,,1,127.76749,byplayer,0,0,,62,0,0,,,0,TWIS_Lu,account.615d20582bcc4d5cb5818922caab2f22,,,0,4116.7144,0,0,0,857,,0,538.0625,7,15
2,0,,,,,,,,,,,,4,232.55556,byplayer,1,1,,25,1,1,,,435.7306,FaZe_Fexx,account.e3c55aad6c3445678dbf4063904248ea,,,0,3323.6462,0,0,0,843,,0,768.53186,4,6
0,0,,,,,,,,,,,,2,128.14226,byplayer,0,3,,64,0,0,,,0,T5_Thanad0l,account.08ae687f7dff4a438dcd7c8d56ac6e11,,,0,1036.2043,0,0,0,792,,0,1022.8766,4,16
1,1,,,,,,,,,,,,5,448.11774,byplayer,1,5,,22,1,1,,,168.46182,CES_Taikonn,account.7d13843e20ae458393aa5eefcad46256,,,0,2299.158,0,0,0,1538,,0,1395.8846,7,4
3,0,,,,,,,,,,,,6,491.15118,byplayer,0,7,,3,1,3,,,221.5877,NH_MMing,account.16db8a07e53e459fad9c89a84a67a42a,,,0,3142.1565,0,0,0,1786,,0,2106.2554,6,5
2,1,,,,,,,,,,,,3,165.23839,byplayer,0,1,,54,0,0,,,0,SQ_TGLTN,account.95dbe64c2153423da04367cb81e83629,,,0,4975.1445,0,0,0,1026,,0,1272.4038,4,13
0,0,,,,,,,,,,,,1,0,byplayer,0,1,,56,0,0,,,0,LG_Snakers,account.2efa55271d4842f98b1fd811dca09440,,,0,6207.811,0,0,0,1014,,0,844.94727,7,14
0,0,,,,,,,,,,,,3,0,byplayer,0,1,,61,0,0,,,0,TWIS_Perfect1ks,account.6d5d4e01468f4920846978b6dd5f2558,,,1,5182.945,0,0,0,972,,0,895.146,2,15
0,2,,,,,,,,,,,,3,135.20294,byplayer,0,1,,41,0,0,,,0,FaZe_Gustav,account.89fd42f81d324253b581b8cf8b004ac4,,,0,3197.0378,0,0,0,774,,0,725.3666,7,6
2,2,,,,,,,,,,,,8,553.7872,byplayer,0,4,,10,2,2,,,38.863804,FaZe_curexi,account.53b4b73c4c764a26b3cc9ebd24446352,,,1,2534.7532,0,0,0,1449,,0,2488.151,6,6
1,2,,,,,,,,,,,,6,281.0675,byplayer,0,0,,42,0,0,,,0,DNW_seoul,account.80312051ca20415dbf0a35c910154a82,,,0,9701.627,0,0,0,1357,,0,1501.6528,4,7
3,1,,,,,,,,,,,,5,526.6426,byplayer,2,6,,11,1,2,,,171.90955,DNW_Salute,account.2375c9d38a6a4fe9af48f83089aa6d43,,,0,9500.31,0,0,0,1357,,0,1934.0906,5,7
1,1,,,,,,,,,,,,7,183.96432,byplayer,0,3,,24,1,1,,,11.880047,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,,,0,2621.9756,0,0,0,1520,,0,1518.5953,6,5
