attributes.mapName,included.id,included.type,included.attributes.stats.DBNOs,included.attributes.stats.assists,included.attributes.stats.boosts,included.attributes.stats.damageDealt,included.attributes.stats.deathType,included.attributes.stats.headshotKills,included.attributes.stats.heals,included.attributes.stats.killPlace,included.attributes.stats.killStreaks,included.attributes.stats.kills,included.attributes.stats.longestKill,included.attributes.stats.name,included.attributes.stats.playerId,included.attributes.stats.revives,included.attributes.stats.rideDistance,included.attributes.stats.roadKills,included.attributes.stats.swimDistance,included.attributes.stats.teamKills,included.attributes.stats.timeSurvived,included.attributes.stats.vehicleDestroys,included.attributes.stats.walkDistance,included.attributes.stats.weaponsAcquired,included.attributes.stats.winPlace,included.attributes.won,included.attributes.stats.rank,included.attributes.stats.teamId
,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
Tiger_Main,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
,82b330e3-859e-4e2e-8138-91bff60121cf,participant,0,0,8,125.28238,byplayer,0,6,18,1,1,20.531767,NH_CC108,account.5372851f3e9545b78d4d8a70b6ea605a,1,2858.6357,0,0,0,1802,0,1989.3008,9,3,,,
,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
Tiger_Main,90a19b2f-5d1e-48dc-ae7b-55ba487350a6,roster,,,,,,,,,,,,,,,,,,,,,,,,false,12,15
