attributes.mapName,included.id,included.type,included.attributes.stats.DBNOs,included.attributes.stats.assists,included.attributes.stats.boosts,included.attributes.stats.damageDealt,included.attributes.stats.deathType,included.attributes.stats.headshotKills,included.attributes.stats.heals,included.attributes.stats.killPlace,included.attributes.stats.killStreaks,included.attributes.stats.kills,included.attributes.stats.longestKill,included.attributes.stats.name,included.attributes.stats.playerId,included.attributes.stats.revives,included.attributes.stats.rideDistance,included.attributes.stats.roadKills,included.attributes.stats.swimDistance,included.attributes.stats.teamKills,included.attributes.stats.timeSurvived,included.attributes.stats.vehicleDestroys,included.attributes.stats.walkDistance,included.attributes.stats.weaponsAcquired,included.attributes.stats.winPlace,included.attributes.won,included.attributes.stats.rank,included.attributes.stats.teamId
,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
Desert_Main,84d717ed-3c6c-4e5a-9120-04e4188f80ec,participant,0,0,5,248.49649,byplayer,0,3,17,1,1,2.712396,CES_HaiSaki,account.dea4fb5a5ef04ca4943915a3b936d2d1,0,7356.8794,0,0,0,1724,0,2136.3608,6,2,,,
