attributes.mapName,included.id,included.type,included.attributes.stats.DBNOs,included.attributes.stats.assists,included.attributes.stats.boosts,included.attributes.stats.damageDealt,included.attributes.stats.deathType,included.attributes.stats.headshotKills,included.attributes.stats.heals,included.attributes.stats.killPlace,included.attributes.stats.killStreaks,included.attributes.stats.kills,included.attributes.stats.longestKill,included.attributes.stats.name,included.attributes.stats.playerId,included.attributes.stats.revives,included.attributes.stats.rideDistance,included.attributes.stats.roadKills,included.attributes.stats.swimDistance,included.attributes.stats.teamKills,included.attributes.stats.timeSurvived,included.attributes.stats.vehicleDestroys,included.attributes.stats.walkDistance,included.attributes.stats.weaponsAcquired,included.attributes.stats.winPlace,included.attributes.won,included.attributes.stats.rank,included.attributes.stats.teamId
,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
Desert_Main,21135d78-ac20-42fa-bf1f-98cfd35a01e0,participant,0,0,3,0,byplayer,0,0,58,0,0,0,PeRo_Aixleft,account.358ae36813c444c2b4ff6b828df69551,0,10207.469,0,0,0,1076,0,537.7269,4,14,,,
